K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.53
K = 4, Run (2,6,2): fitness => -4.14
K = 4, Run (2,6,3): fitness => -4.14
K = 4, Run (2,6,4): fitness => -4.14
K = 4, Run (2,6,5): fitness => -4.14

K = 4, Run (2,7,1): fitness => -4.14
K = 4, Run (2,7,2): fitness => -4.14
K = 4, Run (2,7,3): fitness => -4.14
K = 4, Run (2,7,4): fitness => -4.14
K = 4, Run (2,7,5): fitness => -4.14

K = 4, Run (2,8,1): fitness => -4.14
K = 4, Run (2,8,2): fitness => -4.14
K = 4, Run (2,8,3): fitness => -4.14
K = 4, Run (2,8,4): fitness => -4.14
K = 4, Run (2,8,5): fitness => -4.14

K = 4, Run (2,9,1): fitness => -4.14
K = 4, Run (2,9,2): fitness => -4.14
K = 4, Run (2,9,3): fitness => -4.14
K = 4, Run (2,9,4): fitness => -4.14
K = 4, Run (2,9,5): fitness => -4.14

K = 4, Run (2,10,1): fitness => -4.14
K = 4, Run (2,10,2): fitness => -4.14
K = 4, Run (2,10,3): fitness => -4.14
K = 4, Run (2,10,4): fitness => -4.14
K = 4, Run (2,10,5): fitness => -4.14

#-4.02

real	0m0.679s
user	0m0.548s
sys	0m0.083s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.52
K = 4, Run (1,1,2): fitness => -4.40
K = 4, Run (1,1,3): fitness => -4.26
K = 4, Run (1,1,4): fitness => -4.17
K = 4, Run (1,1,5): fitness => -4.16

K = 4, Run (1,2,1): fitness => -4.34
K = 4, Run (1,2,2): fitness => -4.22
K = 4, Run (1,2,3): fitness => -4.17
K = 4, Run (1,2,4): fitness => -4.16
K = 4, Run (1,2,5): fitness => -4.16

K = 4, Run (1,3,1): fitness => -4.18
K = 4, Run (1,3,2): fitness => -4.17
K = 4, Run (1,3,3): fitness => -4.16
K = 4, Run (1,3,4): fitness => -4.16
K = 4, Run (1,3,5): fitness => -4.16

K = 4, Run (1,4,1): fitness => -4.16
K = 4, Run (1,4,2): fitness => -4.16
K = 4, Run (1,4,3): fitness => -4.16
K = 4, Run (1,4,4): fitness => -4.16
K = 4, Run (1,4,5): fitness => -4.16

K = 4, Run (1,5,1): fitness => -4.16
K = 4, Run (1,5,2): fitness => -4.16
K = 4, Run (1,5,3): fitness => -4.16
K = 4, Run (1,5,4): fitness => -4.16
K = 4, Run (1,5,5): fitness => -4.16

K = 4, Run (1,6,1): fitness => -4.16
K = 4, Run (1,6,2): fitness => -4.16
K = 4, Run (1,6,3): fitness => -4.16
K = 4, Run (1,6,4): fitness => -4.16
K = 4, Run (1,6,5): fitness => -4.16

K = 4, Run (1,7,1): fitness => -4.16
K = 4, Run (1,7,2): fitness => -4.16
K = 4, Run (1,7,3): fitness => -4.16
K = 4, Run (1,7,4): fitness => -4.16
K = 4, Run (1,7,5): fitness => -4.16

K = 4, Run (1,8,1): fitness => -4.16
K = 4, Run (1,8,2): fitness => -4.16
K = 4, Run (1,8,3): fitness => -4.16
K = 4, Run (1,8,4): fitness => -4.16
K = 4, Run (1,8,5): fitness => -4.16

K = 4, Run (1,9,1): fitness => -4.16
K = 4, Run (1,9,2): fitness => -4.16
K = 4, Run (1,9,3): fitness => -4.16
K = 4, Run (1,9,4): fitness => -4.16
K = 4, Run (1,9,5): fitness => -4.16

K = 4, Run (1,10,1): fitness => -4.16
K = 4, Run (1,10,2): fitness => -4.16
K = 4, Run (1,10,3): fitness => -4.16
K = 4, Run (1,10,4): fitness => -4.16
K = 4, Run (1,10,5): fitness => -4.16

K = 4, Run (2,1,1): fitness => -4.30
K = 4, Run (2,1,2): fitness => -4.23
K = 4, Run (2,1,3): fitness => -4.19
K = 4, Run (2,1,4): fitness => -4.15
K = 4, Run (2,1,5): fitness => -4.12

K = 4, Run (2,2,1): fitness => -4.23
K = 4, Run (2,2,2): fitness => -4.19
K = 4, Run (2,2,3): fitness => -4.15
K = 4, Run (2,2,4): fitness => -4.12
K = 4, Run (2,2,5): fitness => -4.12

K = 4, Run (2,3,1): fitness => -4.17
K = 4, Run (2,3,2): fitness => -4.13
K = 4, Run (2,3,3): fitness => -4.12
K = 4, Run (2,3,4): fitness => -4.12
K = 4, Run (2,3,5): fitness => -4.12

K = 4, Run (2,4,1): fitness => -4.12
K = 4, Run (2,4,2): fitness => -4.12
K = 4, Run (2,4,3): fitness => -4.12
K = 4, Run (2,4,4): fitness => -4.12
K = 4, Run (2,4,5): fitness => -4.12

K = 4, Run (2,5,1): fitness => -4.12
K = 4, Run (2,5,2): fitness => -4.12
K = 4, Run (2,5,3): fitness => -4.12
K = 4, Run (2,5,4): fitness => -4.12
K = 4, Run (2,5,5): fitness => -4.12

K = 4, Run (2,6,1): fitness => -4.12
K = 4, Run (2,6,2): fitness => -4.12
K = 4, Run (2,6,3): fitness => -4.12
K = 4, Run (2,6,4): fitness => -4.12
K = 4, Run (2,6,5): fitness => -4.12

K = 4, Run (2,7,1): fitness => -4.12
K = 4, Run (2,7,2): fitness => -4.12
K = 4, Run (2,7,3): fitness => -4.12
K = 4, Run (2,7,4): fitness => -4.12
K = 4, Run (2,7,5): fitness => -4.12

K = 4, Run (2,8,1): fitness => -4.12
K = 4, Run (2,8,2): fitness => -4.12
K = 4, Run (2,8,3): fitness => -4.12
K = 4, Run (2,8,4): fitness => -4.12
K = 4, Run (2,8,5): fitness => -4.12

K = 4, Run (2,9,1): fitness => -4.12
K = 4, Run (2,9,2): fitness => -4.12
K = 4, Run (2,9,3): fitness => -4.12
K = 4, Run (2,9,4): fitness => -4.12
K = 4, Run (2,9,5): fitness => -4.12

K = 4, Run (2,10,1): fitness => -4.12
K = 4, Run (2,10,2): fitness => -4.12
K = 4, Run (2,10,3): fitness => -4.12
K = 4, Run (2,10,4): fitness => -4.12
K = 4, Run (2,10,5): fitness => -4.12

#-4.12

real	0m0.839s
user	0m0.654s
sys	0m0.081s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.41
K = 4, Run (1,1,2): fitness => -4.34
K = 4, Run (1,1,3): fitness => -4.27
K = 4, Run (1,1,4): fitness => -4.23
K = 4, Run (1,1,5): fitness => -4.21

K = 4, Run (1,2,1): fitness => -4.30
K = 4, Run (1,2,2): fitness => -4.26
K = 4, Run (1,2,3): fitness => -4.23
K = 4, Run (1,2,4): fitness => -4.21
K = 4, Run (1,2,5): fitness => -4.21

K = 4, Run (1,3,1): fitness => -4.24
K = 4, Run (1,3,2): fitness => -4.22
K = 4, Run (1,3,3): fitness => -4.21
K = 4, Run (1,3,4): fitness => -4.21
K = 4, Run (1,3,5): fitness => -4.21

K = 4, Run (1,4,1): fitness => -4.21
K = 4, Run (1,4,2): fitness => -4.21
K = 4, Run (1,4,3): fitness => -4.21
K = 4, Run (1,4,4): fitness => -4.21
K = 4, Run (1,4,5): fitness => -4.21

K = 4, Run (1,5,1): fitness => -4.21
K = 4, Run (1,5,2): fitness => -4.21
K = 4, Run (1,5,3): fitness => -4.21
K = 4, Run (1,5,4): fitness => -4.21
K = 4, Run (1,5,5): fitness => -4.21

K = 4, Run (1,6,1): fitness => -4.21
K = 4, Run (1,6,2): fitness => -4.21
K = 4, Run (1,6,3): fitness => -4.21
K = 4, Run (1,6,4): fitness => -4.21
K = 4, Run (1,6,5): fitness => -4.21

K = 4, Run (1,7,1): fitness => -4.21
K = 4, Run (1,7,2): fitness => -4.21
K = 4, Run (1,7,3): fitness => -4.21
K = 4, Run (1,7,4): fitness => -4.21
K = 4, Run (1,7,5): fitness => -4.21

K = 4, Run (1,8,1): fitness => -4.21
K = 4, Run (1,8,2): fitness => -4.21
K = 4, Run (1,8,3): fitness => -4.21
K = 4, Run (1,8,4): fitness => -4.21
K = 4, Run (1,8,5): fitness => -4.21

K = 4, Run (1,9,1): fitness => -4.21
K = 4, Run (1,9,2): fitness => -4.21
K = 4, Run (1,9,3): fitness => -4.21
K = 4, Run (1,9,4): fitness => -4.21
K = 4, Run (1,9,5): fitness => -4.21

K = 4, Run (1,10,1): fitness => -4.21
K = 4, Run (1,10,2): fitness => -4.21
K = 4, Run (1,10,3): fitness => -4.21
K = 4, Run (1,10,4): fitness => -4.21
K = 4, Run (1,10,5): fitness => -4.21

K = 4, Run (2,1,1): fitness => -4.12
K = 4, Run (2,1,2): fitness => -3.98
K = 4, Run (2,1,3): fitness => -3.84
K = 4, Run (2,1,4): fitness => -3.74
K = 4, Run (2,1,5): fitness => -3.69

K = 4, Run (2,2,1): fitness => -3.95
K = 4, Run (2,2,2): fitness => -3.83
K = 4, Run (2,2,3): fitness => -3.74
K = 4, Run (2,2,4): fitness => -3.69
K = 4, Run (2,2,5): fitness => -3.69

K = 4, Run (2,3,1): fitness => -3.78
K = 4, Run (2,3,2): fitness => -3.71
K = 4, Run (2,3,3): fitness => -3.69
K = 4, Run (2,3,4): fitness => -3.69
K = 4, Run (2,3,5): fitness => -3.69

K = 4, Run (2,4,1): fitness => -3.69
K = 4, Run (2,4,2): fitness => -3.69
K = 4, Run (2,4,3): fitness => -3.69
K = 4, Run (2,4,4): fitness => -3.69
K = 4, Run (2,4,5): fitness => -3.69

K = 4, Run (2,5,1): fitness => -3.69
K = 4, Run (2,5,2): fitness => -3.69
K = 4, Run (2,5,3): fitness => -3.69
K = 4, Run (2,5,4): fitness => -3.69
K = 4, Run (2,5,5): fitness => -3.69

K = 4, Run (2,6,1): fitness => -3.69
K = 4, Run (2,6,2): fitness => -3.69
K = 4, Run (2,6,3): fitness => -3.69
K = 4, Run (2,6,4): fitness => -3.69
K = 4, Run (2,6,5): fitness => -3.69

K = 4, Run (2,7,1): fitness => -3.69
K = 4, Run (2,7,2): fitness => -3.69
K = 4, Run (2,7,3): fitness => -3.69
K = 4, Run (2,7,4): fitness => -3.69
K = 4, Run (2,7,5): fitness => -3.69

K = 4, Run (2,8,1): fitness => -3.69
K = 4, Run (2,8,2): fitness => -3.69
K = 4, Run (2,8,3): fitness => -3.69
K = 4, Run (2,8,4): fitness => -3.69
K = 4, Run (2,8,5): fitness => -3.69

K = 4, Run (2,9,1): fitness => -3.69
K = 4, Run (2,9,2): fitness => -3.69
K = 4, Run (2,9,3): fitness => -3.69
K = 4, Run (2,9,4): fitness => -3.69
K = 4, Run (2,9,5): fitness => -3.69

K = 4, Run (2,10,1): fitness => -3.69
K = 4, Run (2,10,2): fitness => -3.69
K = 4, Run (2,10,3): fitness => -3.69
K = 4, Run (2,10,4): fitness => -3.69
K = 4, Run (2,10,5): fitness => -3.69

#-3.69

real	0m0.619s
user	0m0.536s
sys	0m0.062s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.05
K = 4, Run (1,1,2): fitness => -3.92
K = 4, Run (1,1,3): fitness => -3.81
K = 4, Run (1,1,4): fitness => -3.75
K = 4, Run (1,1,5): fitness => -3.73

K = 4, Run (1,2,1): fitness => -3.87
K = 4, Run (1,2,2): fitness => -3.80
K = 4, Run (1,2,3): fitness => -3.75
K = 4, Run (1,2,4): fitness => -3.73
K = 4, Run (1,2,5): fitness => -3.73

K = 4, Run (1,3,1): fitness => -3.76
K = 4, Run (1,3,2): fitness => -3.74
K = 4, Run (1,3,3): fitness => -3.73
K = 4, Run (1,3,4): fitness => -3.73
K = 4, Run (1,3,5): fitness => -3.73

K = 4, Run (1,4,1): fitness => -3.73
K = 4, Run (1,4,2): fitness => -3.73
K = 4, Run (1,4,3): fitness => -3.73
K = 4, Run (1,4,4): fitness => -3.73
K = 4, Run (1,4,5): fitness => -3.73

K = 4, Run (1,5,1): fitness => -3.73
K = 4, Run (1,5,2): fitness => -3.73
K = 4, Run (1,5,3): fitness => -3.73
K = 4, Run (1,5,4): fitness => -3.73
K = 4, Run (1,5,5): fitness => -3.73

K = 4, Run (1,6,1): fitness => -3.73
K = 4, Run (1,6,2): fitness => -3.73
K = 4, Run (1,6,3): fitness => -3.73
K = 4, Run (1,6,4): fitness => -3.73
K = 4, Run (1,6,5): fitness => -3.73

K = 4, Run (1,7,1): fitness => -3.73
K = 4, Run (1,7,2): fitness => -3.73
K = 4, Run (1,7,3): fitness => -3.73
K = 4, Run (1,7,4): fitness => -3.73
K = 4, Run (1,7,5): fitness => -3.73

K = 4, Run (1,8,1): fitness => -3.73
K = 4, Run (1,8,2): fitness => -3.73
K = 4, Run (1,8,3): fitness => -3.73
K = 4, Run (1,8,4): fitness => -3.73
K = 4, Run (1,8,5): fitness => -3.73

K = 4, Run (1,9,1): fitness => -3.73
K = 4, Run (1,9,2): fitness => -3.73
K = 4, Run (1,9,3): fitness => -3.73
K = 4, Run (1,9,4): fitness => -3.73
K = 4, Run (1,9,5): fitness => -3.73

K = 4, Run (1,10,1): fitness => -3.73
K = 4, Run (1,10,2): fitness => -3.73
K = 4, Run (1,10,3): fitness => -3.73
K = 4, Run (1,10,4): fitness => -3.73
K = 4, Run (1,10,5): fitness => -3.73

K = 4, Run (2,1,1): fitness => -4.38
K = 4, Run (2,1,2): fitness => -4.29
K = 4, Run (2,1,3): fitness => -4.19
K = 4, Run (2,1,4): fitness => -4.12
K = 4, Run (2,1,5): fitness => -4.08

K = 4, Run (2,2,1): fitness => -4.26
K = 4, Run (2,2,2): fitness => -4.18
K = 4, Run (2,2,3): fitness => -4.12
K = 4, Run (2,2,4): fitness => -4.08
K = 4, Run (2,2,5): fitness => -4.08

K = 4, Run (2,3,1): fitness => -4.15
K = 4, Run (2,3,2): fitness => -4.10
K = 4, Run (2,3,3): fitness => -4.08
K = 4, Run (2,3,4): fitness => -4.08
K = 4, Run (2,3,5): fitness => -4.08

K = 4, Run (2,4,1): fitness => -4.08
K = 4, Run (2,4,2): fitness => -4.08
K = 4, Run (2,4,3): fitness => -4.08
K = 4, Run (2,4,4): fitness => -4.08
K = 4, Run (2,4,5): fitness => -4.08

K = 4, Run (2,5,1): fitness => -4.08
K = 4, Run (2,5,2): fitness => -4.08
K = 4, Run (2,5,3): fitness => -4.08
K = 4, Run (2,5,4): fitness => -4.08
K = 4, Run (2,5,5): fitness => -4.08

K = 4, Run (2,6,1): fitness => -4.08
K = 4, Run (2,6,2): fitness => -4.08
K = 4, Run (2,6,3): fitness => -4.08
K = 4, Run (2,6,4): fitness => -4.08
K = 4, Run (2,6,5): fitness => -4.08

K = 4, Run (2,7,1): fitness => -4.08
K = 4, Run (2,7,2): fitness => -4.08
K = 4, Run (2,7,3): fitness => -4.08
K = 4, Run (2,7,4): fitness => -4.08
K = 4, Run (2,7,5): fitness => -4.08

K = 4, Run (2,8,1): fitness => -4.08
K = 4, Run (2,8,2): fitness => -4.08
K = 4, Run (2,8,3): fitness => -4.08
K = 4, Run (2,8,4): fitness => -4.08
K = 4, Run (2,8,5): fitness => -4.08

K = 4, Run (2,9,1): fitness => -4.08
K = 4, Run (2,9,2): fitness => -4.08
K = 4, Run (2,9,3): fitness => -4.08
K = 4, Run (2,9,4): fitness => -4.08
K = 4, Run (2,9,5): fitness => -4.08

K = 4, Run (2,10,1): fitness => -4.08
K = 4, Run (2,10,2): fitness => -4.08
K = 4, Run (2,10,3): fitness => -4.08
K = 4, Run (2,10,4): fitness => -4.08
K = 4, Run (2,10,5): fitness => -4.08

#-3.73

real	0m0.588s
user	0m0.518s
sys	0m0.055s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.96
K = 4, Run (1,1,2): fitness => -4.87
K = 4, Run (1,1,3): fitness => -4.79
K = 4, Run (1,1,4): fitness => -4.74
K = 4, Run (1,1,5): fitness => -4.69

K = 4, Run (1,2,1): fitness => -4.85
K = 4, Run (1,2,2): fitness => -4.80
K = 4, Run (1,2,3): fitness => -4.74
K = 4, Run (1,2,4): fitness => -4.69
K = 4, Run (1,2,5): fitness => -4.69

K = 4, Run (1,3,1): fitness => -4.77
K = 4, Run (1,3,2): fitness => -4.71
K = 4, Run (1,3,3): fitness => -4.69
K = 4, Run (1,3,4): fitness => -4.69
K = 4, Run (1,3,5): fitness => -4.69

K = 4, Run (1,4,1): fitness => -4.69
K = 4, Run (1,4,2): fitness => -4.69
K = 4, Run (1,4,3): fitness => -4.69
K = 4, Run (1,4,4): fitness => -4.69
K = 4, Run (1,4,5): fitness => -4.69

K = 4, Run (1,5,1): fitness => -4.69
K = 4, Run (1,5,2): fitness => -4.69
K = 4, Run (1,5,3): fitness => -4.69
K = 4, Run (1,5,4): fitness => -4.69
K = 4, Run (1,5,5): fitness => -4.69

K = 4, Run (1,6,1): fitness => -4.69
K = 4, Run (1,6,2): fitness => -4.69
K = 4, Run (1,6,3): fitness => -4.69
K = 4, Run (1,6,4): fitness => -4.69
K = 4, Run (1,6,5): fitness => -4.69

K = 4, Run (1,7,1): fitness => -4.69
K = 4, Run (1,7,2): fitness => -4.69
K = 4, Run (1,7,3): fitness => -4.69
K = 4, Run (1,7,4): fitness => -4.69
K = 4, Run (1,7,5): fitness => -4.69

K = 4, Run (1,8,1): fitness => -4.69
K = 4, Run (1,8,2): fitness => -4.69
K = 4, Run (1,8,3): fitness => -4.69
K = 4, Run (1,8,4): fitness => -4.69
K = 4, Run (1,8,5): fitness => -4.69

K = 4, Run (1,9,1): fitness => -4.69
K = 4, Run (1,9,2): fitness => -4.69
K = 4, Run (1,9,3): fitness => -4.69
K = 4, Run (1,9,4): fitness => -4.69
K = 4, Run (1,9,5): fitness => -4.69

K = 4, Run (1,10,1): fitness => -4.69
K = 4, Run (1,10,2): fitness => -4.69
K = 4, Run (1,10,3): fitness => -4.69
K = 4, Run (1,10,4): fitness => -4.69
K = 4, Run (1,10,5): fitness => -4.69

K = 4, Run (2,1,1): fitness => -5.12
K = 4, Run (2,1,2): fitness => -5.00
K = 4, Run (2,1,3): fitness => -4.88
K = 4, Run (2,1,4): fitness => -4.79
K = 4, Run (2,1,5): fitness => -4.71

K = 4, Run (2,2,1): fitness => -5.00
K = 4, Run (2,2,2): fitness => -4.90
K = 4, Run (2,2,3): fitness => -4.79
K = 4, Run (2,2,4): fitness => -4.71
K = 4, Run (2,2,5): fitness => -4.71

K = 4, Run (2,3,1): fitness => -4.85
K = 4, Run (2,3,2): fitness => -4.75
K = 4, Run (2,3,3): fitness => -4.71
K = 4, Run (2,3,4): fitness => -4.71
K = 4, Run (2,3,5): fitness => -4.71

K = 4, Run (2,4,1): fitness => -4.71
K = 4, Run (2,4,2): fitness => -4.71
K = 4, Run (2,4,3): fitness => -4.71
K = 4, Run (2,4,4): fitness => -4.71
K = 4, Run (2,4,5): fitness => -4.71

K = 4, Run (2,5,1): fitness => -4.71
K = 4, Run (2,5,2): fitness => -4.71
K = 4, Run (2,5,3): fitness => -4.71
K = 4, Run (2,5,4): fitness => -4.71
K = 4, Run (2,5,5): fitness => -4.71

K = 4, Run (2,6,1): fitness => -4.71
K = 4, Run (2,6,2): fitness => -4.71
K = 4, Run (2,6,3): fitness => -4.71
K = 4, Run (2,6,4): fitness => -4.71
K = 4, Run (2,6,5): fitness => -4.71

K = 4, Run (2,7,1): fitness => -4.71
K = 4, Run (2,7,2): fitness => -4.71
K = 4, Run (2,7,3): fitness => -4.71
K = 4, Run (2,7,4): fitness => -4.71
K = 4, Run (2,7,5): fitness => -4.71

K = 4, Run (2,8,1): fitness => -4.71
K = 4, Run (2,8,2): fitness => -4.71
K = 4, Run (2,8,3): fitness => -4.71
K = 4, Run (2,8,4): fitness => -4.71
K = 4, Run (2,8,5): fitness => -4.71

K = 4, Run (2,9,1): fitness => -4.71
K = 4, Run (2,9,2): fitness => -4.71
K = 4, Run (2,9,3): fitness => -4.71
K = 4, Run (2,9,4): fitness => -4.71
K = 4, Run (2,9,5): fitness => -4.71

K = 4, Run (2,10,1): fitness => -4.71
K = 4, Run (2,10,2): fitness => -4.71
K = 4, Run (2,10,3): fitness => -4.71
K = 4, Run (2,10,4): fitness => -4.71
K = 4, Run (2,10,5): fitness => -4.71

#-4.69

real	0m0.571s
user	0m0.503s
sys	0m0.054s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.93
K = 4, Run (1,1,2): fitness => -4.84
K = 4, Run (1,1,3): fitness => -4.76
K = 4, Run (1,1,4): fitness => -4.74
K = 4, Run (1,1,5): fitness => -4.72

K = 4, Run (1,2,1): fitness => -4.79
K = 4, Run (1,2,2): fitness => -4.76
K = 4, Run (1,2,3): fitness => -4.74
K = 4, Run (1,2,4): fitness => -4.72
K = 4, Run (1,2,5): fitness => -4.72

K = 4, Run (1,3,1): fitness => -4.75
K = 4, Run (1,3,2): fitness => -4.73
K = 4, Run (1,3,3): fitness => -4.72
K = 4, Run (1,3,4): fitness => -4.72
K = 4, Run (1,3,5): fitness => -4.72

K = 4, Run (1,4,1): fitness => -4.72
K = 4, Run (1,4,2): fitness => -4.72
K = 4, Run (1,4,3): fitness => -4.72
K = 4, Run (1,4,4): fitness => -4.72
K = 4, Run (1,4,5): fitness => -4.72

K = 4, Run (1,5,1): fitness => -4.72
K = 4, Run (1,5,2): fitness => -4.72
K = 4, Run (1,5,3): fitness => -4.72
K = 4, Run (1,5,4): fitness => -4.72
K = 4, Run (1,5,5): fitness => -4.72

K = 4, Run (1,6,1): fitness => -4.72
K = 4, Run (1,6,2): fitness => -4.72
K = 4, Run (1,6,3): fitness => -4.72
K = 4, Run (1,6,4): fitness => -4.72
K = 4, Run (1,6,5): fitness => -4.72

K = 4, Run (1,7,1): fitness => -4.72
K = 4, Run (1,7,2): fitness => -4.72
K = 4, Run (1,7,3): fitness => -4.72
K = 4, Run (1,7,4): fitness => -4.72
K = 4, Run (1,7,5): fitness => -4.72

K = 4, Run (1,8,1): fitness => -4.72
K = 4, Run (1,8,2): fitness => -4.72
K = 4, Run (1,8,3): fitness => -4.72
K = 4, Run (1,8,4): fitness => -4.72
K = 4, Run (1,8,5): fitness => -4.72

K = 4, Run (1,9,1): fitness => -4.72
K = 4, Run (1,9,2): fitness => -4.72
K = 4, Run (1,9,3): fitness => -4.72
K = 4, Run (1,9,4): fitness => -4.72
K = 4, Run (1,9,5): fitness => -4.72

K = 4, Run (1,10,1): fitness => -4.72
K = 4, Run (1,10,2): fitness => -4.72
K = 4, Run (1,10,3): fitness => -4.72
K = 4, Run (1,10,4): fitness => -4.72
K = 4, Run (1,10,5): fitness => -4.72

K = 4, Run (2,1,1): fitness => -4.90
K = 4, Run (2,1,2): fitness => -4.70
K = 4, Run (2,1,3): fitness => -4.55
K = 4, Run (2,1,4): fitness => -4.47
K = 4, Run (2,1,5): fitness => -4.40

K = 4, Run (2,2,1): fitness => -4.65
K = 4, Run (2,2,2): fitness => -4.56
K = 4, Run (2,2,3): fitness => -4.47
K = 4, Run (2,2,4): fitness => -4.40
K = 4, Run (2,2,5): fitness => -4.40

K = 4, Run (2,3,1): fitness => -4.52
K = 4, Run (2,3,2): fitness => -4.43
K = 4, Run (2,3,3): fitness => -4.40
K = 4, Run (2,3,4): fitness => -4.40
K = 4, Run (2,3,5): fitness => -4.40

K = 4, Run (2,4,1): fitness => -4.40
K = 4, Run (2,4,2): fitness => -4.40
K = 4, Run (2,4,3): fitness => -4.40
K = 4, Run (2,4,4): fitness => -4.40
K = 4, Run (2,4,5): fitness => -4.40

K = 4, Run (2,5,1): fitness => -4.40
K = 4, Run (2,5,2): fitness => -4.40
K = 4, Run (2,5,3): fitness => -4.40
K = 4, Run (2,5,4): fitness => -4.40
K = 4, Run (2,5,5): fitness => -4.40

K = 4, Run (2,6,1): fitness => -4.40
K = 4, Run (2,6,2): fitness => -4.40
K = 4, Run (2,6,3): fitness => -4.40
K = 4, Run (2,6,4): fitness => -4.40
K = 4, Run (2,6,5): fitness => -4.40

K = 4, Run (2,7,1): fitness => -4.40
K = 4, Run (2,7,2): fitness => -4.40
K = 4, Run (2,7,3): fitness => -4.40
K = 4, Run (2,7,4): fitness => -4.40
K = 4, Run (2,7,5): fitness => -4.40

K = 4, Run (2,8,1): fitness => -4.40
K = 4, Run (2,8,2): fitness => -4.40
K = 4, Run (2,8,3): fitness => -4.40
K = 4, Run (2,8,4): fitness => -4.40
K = 4, Run (2,8,5): fitness => -4.40

K = 4, Run (2,9,1): fitness => -4.40
K = 4, Run (2,9,2): fitness => -4.40
K = 4, Run (2,9,3): fitness => -4.40
K = 4, Run (2,9,4): fitness => -4.40
K = 4, Run (2,9,5): fitness => -4.40

K = 4, Run (2,10,1): fitness => -4.40
K = 4, Run (2,10,2): fitness => -4.40
K = 4, Run (2,10,3): fitness => -4.40
K = 4, Run (2,10,4): fitness => -4.40
K = 4, Run (2,10,5): fitness => -4.40

#-4.40

real	0m0.565s
user	0m0.497s
sys	0m0.053s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.66
K = 4, Run (1,1,2): fitness => -4.55
K = 4, Run (1,1,3): fitness => -4.48
K = 4, Run (1,1,4): fitness => -4.45
K = 4, Run (1,1,5): fitness => -4.44

K = 4, Run (1,2,1): fitness => -4.50
K = 4, Run (1,2,2): fitness => -4.47
K = 4, Run (1,2,3): fitness => -4.45
K = 4, Run (1,2,4): fitness => -4.44
K = 4, Run (1,2,5): fitness => -4.44

K = 4, Run (1,3,1): fitness => -4.46
K = 4, Run (1,3,2): fitness => -4.44
K = 4, Run (1,3,3): fitness => -4.44
K = 4, Run (1,3,4): fitness => -4.44
K = 4, Run (1,3,5): fitness => -4.44

K = 4, Run (1,4,1): fitness => -4.44
K = 4, Run (1,4,2): fitness => -4.44
K = 4, Run (1,4,3): fitness => -4.44
K = 4, Run (1,4,4): fitness => -4.44
K = 4, Run (1,4,5): fitness => -4.44

K = 4, Run (1,5,1): fitness => -4.44
K = 4, Run (1,5,2): fitness => -4.44
K = 4, Run (1,5,3): fitness => -4.44
K = 4, Run (1,5,4): fitness => -4.44
K = 4, Run (1,5,5): fitness => -4.44

K = 4, Run (1,6,1): fitness => -4.44
K = 4, Run (1,6,2): fitness => -4.44
K = 4, Run (1,6,3): fitness => -4.44
K = 4, Run (1,6,4): fitness => -4.44
K = 4, Run (1,6,5): fitness => -4.44

K = 4, Run (1,7,1): fitness => -4.44
K = 4, Run (1,7,2): fitness => -4.44
K = 4, Run (1,7,3): fitness => -4.44
K = 4, Run (1,7,4): fitness => -4.44
K = 4, Run (1,7,5): fitness => -4.44

K = 4, Run (1,8,1): fitness => -4.44
K = 4, Run (1,8,2): fitness => -4.44
K = 4, Run (1,8,3): fitness => -4.44
K = 4, Run (1,8,4): fitness => -4.44
K = 4, Run (1,8,5): fitness => -4.44

K = 4, Run (1,9,1): fitness => -4.44
K = 4, Run (1,9,2): fitness => -4.44
K = 4, Run (1,9,3): fitness => -4.44
K = 4, Run (1,9,4): fitness => -4.44
K = 4, Run (1,9,5): fitness => -4.44

K = 4, Run (1,10,1): fitness => -4.44
K = 4, Run (1,10,2): fitness => -4.44
K = 4, Run (1,10,3): fitness => -4.44
K = 4, Run (1,10,4): fitness => -4.44
K = 4, Run (1,10,5): fitness => -4.44

